x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      2.5245335,      1.4405749,      1.2701741,      2.4557986,      1.6639115,      1.7297452,      2.9270400,      2.1563694,      2.0183969,      7.2799171,      6.4248676,      8.5732210,      2.4910721,      0.0213464,      0.0379933,     14.1023042,      8.3140937,      0.0109610,1200000.0000000
      1.7262417,      2.4120067,      1.0020195,      2.7286266,      1.7852098,      2.1014464,      2.9006658,      2.3079049,      1.9982244,      1.9124944,     14.4292389,      0.0555362,     42.2839106,     19.1730912,      0.0670994,      7.7874950,      7.6277733,      0.0132163,1200000.0000000
      2.0201506,      1.5403078,      1.1370097,      2.2901970,      2.2801382,      2.3485213,      2.7419129,      2.3196217,      2.4127474,      3.7098404,     30.2541735,      0.3112668,      2.2457275,     35.3467491,     11.2490989,     30.4691171,     49.7856437,      0.0171126,1200000.0000000
      1.9122290,      1.5643339,      1.2083563,      2.7766383,      2.2916491,      2.2177225,      2.8935474,      2.1573477,      1.8280299,     11.0282899,     31.9403314,      0.0283419,      4.0578680,     42.5226929,      0.0001252,     44.5928180,     18.2885728,      0.0132508,1200000.0000000
      2.3910681,      1.9771698,      1.1225346,      1.8269912,      2.0900032,      1.2032655,      2.5030418,      2.2087753,      2.3027254,      7.5791739,     25.6611208,     35.1966324,      0.0000207,     31.5885810,      0.0000072,     40.2755564,      1.9953657,      0.0136355,1200000.0000000
      1.8489341,      2.4481089,      1.3166129,      2.6103987,      2.3780928,      2.2144154,      2.6079359,      1.6799938,      2.1562227,      5.6952211,     30.0040251,      0.0254004,     47.2836876,     41.1969771,      0.0019144,     21.1107412,     48.5991752,      0.0131035,1200000.0000000
      1.5152210,      2.2901791,      1.3509023,      2.6761031,      2.2670150,      1.9263188,      1.6833875,      2.0738360,      2.1100498,      3.5963154,      6.6378163,      0.1080317,     43.5013163,     10.8739670,      0.0000653,     10.5177825,      0.6253379,      0.0172997,1200000.0000000
      2.8050396,      1.4310515,      1.0901811,      2.3773746,      2.3744047,      1.4851905,      2.8040826,      2.0500823,      2.1151685,      7.6684951,     19.1329067,     49.2082902,     16.9302357,      0.0993959,      0.0008193,     49.3106689,      1.3171929,      0.0116047,1200000.0000000
      1.6649336,      1.8746092,      1.2266898,      2.2272620,      1.5782178,      1.6175355,      2.7269530,      2.0070816,      2.1713264,     24.5884454,      7.3478285,      0.4287220,      0.5208925,     15.6905981,     41.9918431,     49.4171319,     45.9862453,      0.0161537,1200000.0000000
      2.2908189,      1.9802157,      1.1458486,      2.7956862,      2.1664472,      1.2786298,      2.3234011,      2.5154993,      1.6490110,      2.9539603,     12.0449765,      0.8247751,     24.5221292,     19.1487476,      0.0000761,      0.0282576,      0.1755508,      0.0105702,1200000.0000000
