x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      2.2888385,      2.8747038,      1.5132977,      2.0521215,      2.4895514,      2.6896354,      1.5551003,      2.0906648,      1.1082587,      0.4394680,      0.3366404,     47.3279534,     17.2916285,     41.3307011,     49.1560141,     41.5225216,      0.1078883,      0.0430776,1200000.0000000
      2.1166439,      2.7252321,      1.9145064,      2.0287675,      2.0075902,      2.6678758,      2.5737064,      2.4587144,      1.1503790,      0.4359319,      0.6359923,     48.7889588,      3.2891033,     15.1916807,     41.2278197,     15.3796508,      5.7908482,      0.0416225,1200000.0000000
      2.0300131,      2.6019398,      2.0043414,      2.4945776,      2.1928000,      2.5011501,      1.9986159,      2.1567905,      1.2586208,      0.5308115,      0.3616300,     49.2701508,     15.4460547,     44.8639513,     33.1492173,     44.9548188,      3.0644474,      0.0406444,1200000.0000000
      2.3069890,      2.7169242,      2.0153538,      2.3310829,      1.9300863,      1.0294016,      2.8051114,      2.1267573,      1.2431237,      0.2995374,      0.6898301,     43.5444271,     20.9344046,     15.6277664,     24.3590799,     15.7149011,      2.2005562,      0.0418881,1200000.0000000
      2.1803192,      2.8453837,      2.0541420,      1.8566124,      1.8327690,      1.2238749,      2.6027365,      1.7339782,      1.4191212,      0.3402976,      0.9181226,     47.6860880,     21.0118712,     36.5445056,     45.8617942,     36.6636826,      7.6180616,      0.0419045,1200000.0000000
      1.5382079,      2.6990382,      2.0739082,      1.6753156,      1.7511241,      2.7055815,      1.6741094,      1.7590500,      1.3196132,      0.4600313,      0.2751423,     47.3825799,     12.6623288,     39.7408834,     45.5090273,     39.9027333,      2.2002186,      0.0415736,1200000.0000000
      1.6666471,      1.4755249,      1.9712959,      2.5001496,      1.9643476,      1.3276385,      2.7439360,      2.3005478,      1.4516350,      2.8628616,      0.5116809,     49.1975793,     40.2444311,     43.2579421,     12.5602719,     43.2323338,     30.8704076,      0.0435228,1200000.0000000
      2.1025413,      2.9430297,      2.0316106,      2.4403284,      2.0203909,      1.3834716,      1.4151639,      2.0935897,      1.0463171,      0.3854716,      1.0262645,     49.5261579,     45.5034023,     45.8061072,     38.5143052,     45.9006255,      5.3934739,      0.0421535,1200000.0000000
      2.1432664,      2.9827560,      2.0471071,      1.7319716,      1.8428510,      1.1849966,      1.5002118,      2.4627835,      1.2863079,      0.2893869,      0.9376254,     49.3584162,     19.1753930,     20.4436022,     34.6601275,     20.5410199,      6.5705152,      0.0415909,1200000.0000000
      2.0826682,      2.9927875,      1.7364484,      2.0516675,      2.3179878,      2.7938189,      2.8291721,      1.5810642,      1.1207990,      0.2665379,      0.3971364,     39.6100238,     18.8253080,     16.4624107,     35.3639086,     16.6311015,      1.4904149,      0.0442517,1200000.0000000
      2.2069660,      2.8168635,      2.0990545,      2.1400618,      1.6390018,      2.5855411,      2.2443658,      2.2593623,      1.1134185,      0.2952184,      0.4740921,     35.1863116,      2.4987798,     46.5361979,     25.3289767,     46.6099306,      0.2243260,      0.0434663,1200000.0000000
      1.8017150,      2.5949786,      2.6528233,      2.1492346,      1.8582427,      2.5167016,      2.0809654,      2.3648972,      1.1530226,      0.4183755,      0.3760360,     36.2840329,     11.7365475,     14.6948121,     33.7102760,     14.8839517,      2.1638424,      0.0441260,1200000.0000000
      1.7949585,      2.5351829,      1.6584340,      1.5325173,      2.0666805,      1.1421206,      1.2836838,      1.9336566,      1.0725276,      0.3668708,      0.6399090,     45.8619628,     27.9693544,     15.2215022,     48.0469536,     15.4471159,      9.0238064,      0.0456001,1200000.0000000
      1.6233410,      2.6460250,      2.6160828,      1.9618555,      2.2193001,      2.5066151,      2.6549475,      2.2417202,      1.1184184,      0.3321730,      0.5191025,     41.3392155,     12.3771450,     25.5830995,     49.2412870,     25.7840650,      5.9646057,      0.0422554,1200000.0000000
      2.0330649,      2.7960305,      1.7293785,      2.1994025,      1.8212597,      2.7249442,      1.4668620,      1.9449603,      1.4388097,      0.5069816,      0.2887148,     42.8276706,     21.9595774,     32.1102610,     27.4180531,     32.2124063,      0.6595902,      0.0410862,1200000.0000000
      1.7434928,      2.6196332,      1.9629316,      2.1234067,      2.3924637,      1.1580328,      1.5642583,      2.2059058,      1.1016961,      0.3592065,      1.1158293,     46.9380832,     47.7397818,     30.2500957,     49.7250538,     30.3889467,     10.7220753,      0.0428861,1200000.0000000
      1.9094344,      2.5277440,      2.5078829,      2.4079351,      2.2189350,      2.7606633,      2.1425751,      1.8536422,      1.0238352,      0.3780338,      0.8654302,     47.4841133,      5.2529905,     22.8582257,     48.8120231,     23.0254567,      8.2281361,      0.0435275,1200000.0000000
      1.8325466,      2.5218022,      1.8438310,      2.4335803,      1.5499216,      2.5042865,      2.0986259,      2.0108387,      1.2704112,      0.3842545,      0.2941917,     45.9559457,      9.0148359,     43.1704995,     41.4268085,     43.3090249,      0.9453523,      0.0413669,1200000.0000000
      2.1530802,      2.8743046,      1.9945258,      1.9611740,      1.8834450,      1.3255577,      1.4157359,      2.3539483,      1.3473875,      0.4926770,      0.7835181,     44.2015529,     17.8993836,     34.7795731,     41.8458944,     34.9210073,      4.2996619,      0.0444926,1200000.0000000
      2.3137752,      2.5742656,      1.5282681,      2.2115358,      2.0241012,      1.0454417,      1.2517406,      2.0439361,      1.1233338,      0.4286991,      0.4796617,     45.5224322,     15.0690554,     29.1469910,     30.8885810,     29.2633396,      1.2005737,      0.0439572,1200000.0000000
