x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      2.0491943,      2.1497524,      2.9473703,      2.0560618,      2.1542159,      2.6217389,      2.1021007,      1.6459445,      1.1531167,      0.6264014,      2.4786634,     11.1148832,     35.1707239,     38.3645346,      2.4200441,     37.7279581,     36.6769723,      0.0040170,1200000.0000000
      1.6473539,      2.1669925,      2.6605405,      2.0025338,      2.1802847,      1.3871896,      1.6574051,      2.1965407,      2.5365865,      1.4701064,      2.0640998,     47.8895977,     37.5598981,     39.9954237,     11.9202193,     39.0813160,     37.1125688,      0.0042435,1200000.0000000
      2.0054643,      1.9039044,      2.9379227,      1.8947468,      2.1219119,      2.5730531,      1.8100318,      2.1428136,      2.6657685,      0.5808621,      1.5174831,     47.7594867,     27.0273149,     28.4996856,      5.4787054,     28.2016545,     29.3936979,      0.0046001,1200000.0000000
      1.9806322,      1.7326116,      2.7126589,      1.9932228,      2.1769807,      1.0884611,      1.8865519,      2.2994729,      2.9945510,      0.1287973,      4.2036437,     37.6541366,     35.6220081,     21.0302686,      3.1360996,     20.9089724,      6.8618128,      0.0046359,1200000.0000000
      2.1548099,      2.1294085,      2.9625403,      1.9598131,      2.2152741,      2.9241498,      1.9581111,      2.2737304,      2.4713649,      0.8381035,      2.4926952,     48.4492221,     39.7162004,     22.6777939,     16.6853229,     22.4920938,      8.3145771,      0.0045967,1200000.0000000
      1.5194954,      2.1476145,      2.9963901,      2.0221713,      2.1600578,      2.5572374,      1.7860357,      1.6521870,      2.7160012,      1.5488728,      3.6135637,     28.7673746,     29.5650120,     40.8073972,      1.9735024,     39.8978292,     45.4118780,      0.0043722,1200000.0000000
      1.7203096,      1.7528688,      2.7514053,      2.0174648,      2.1537688,      1.2059665,      1.8368847,      1.6487150,      2.6074452,      1.5204149,      2.0327251,     34.1743894,     23.0086573,     26.9769311,      0.2452738,     26.4911899,     27.2647398,      0.0048849,1200000.0000000
      1.3486066,      1.7073403,      2.0362411,      2.9261220,      1.7164977,      1.8368946,      1.1141065,      1.7342911,      1.8654600,      3.3274547,      0.8021785,     27.4101789,     33.8231210,     47.0919134,      7.1655385,     47.8181367,      1.9145348,      0.0043973,1200000.0000000
      1.3240691,      2.1234581,      2.8852380,      2.0067640,      2.1388334,      2.5780105,      1.8021563,      2.1507166,      2.6592940,      2.4910032,      2.6754418,     22.8540473,     40.4817545,     37.1225579,     24.0181827,     36.4507432,     49.6652356,      0.0045435,1200000.0000000
      1.4436436,      2.2046227,      1.3429470,      1.7472834,      2.2142577,      1.2955683,      1.9978733,      2.2192108,      1.0591951,      2.1053633,      2.0869884,     42.2699066,     41.0012708,     38.3401696,      5.4518175,     36.5390743,     39.6032635,      0.0040781,1200000.0000000
      1.7151873,      2.1773437,      2.8338145,      1.9761393,      2.2362506,      2.6291126,      1.0227458,      2.3495526,      2.9177860,      0.3903973,     25.9980882,     31.8777227,     43.4231741,     49.8464567,     35.5903543,     49.8428375,      6.6345912,      0.0049192,1200000.0000000
      1.1048695,      1.9569846,      2.6011843,      2.0174654,      2.0737766,      2.6555393,      1.2702691,      2.1131858,      2.2628212,      0.9397416,      2.2794359,     36.5551713,     40.1805293,      9.9260950,     13.5679270,      9.5828187,     39.0272041,      0.0049273,1200000.0000000
      2.0222742,      1.8033937,      2.1114100,      1.6082997,      1.8082424,      1.9187824,      1.1676151,      1.8106911,      1.9616528,      3.1927957,      2.6626399,     25.7348967,     17.0193663,     17.1741654,     46.9403920,     19.1672123,     30.1734584,      0.0041901,1200000.0000000
      2.2424945,      1.9111687,      2.8875118,      1.7309679,      2.1181508,      2.6800927,      1.0602761,      2.3043494,      2.2806446,      0.3563159,      2.5206298,     44.2719848,     42.9548241,     28.5004187,     33.0521011,     28.4801376,     17.3928190,      0.0047919,1200000.0000000
      1.7603526,      1.7230986,      2.6545025,      1.9792691,      2.0860146,      2.2745210,      1.9881983,      2.2092595,      1.7933848,      0.0493185,      1.6671486,     37.4428587,     22.1631164,      5.7681522,     10.1951073,      5.7052501,     11.8886146,      0.0047530,1200000.0000000
      1.1528041,      1.7801121,      2.0953865,      1.7535810,      1.7925187,      2.0059707,      1.0849617,      1.8096367,      2.3589850,      4.7228625,      1.2613019,     32.7980015,     46.4657949,     39.6641114,     27.6409639,     40.3841432,     37.7505058,      0.0046305,1200000.0000000
      2.5216738,      1.8055041,      2.9380373,      1.9502902,      1.7734543,      2.3311089,      2.0596414,      1.7553378,      2.3643594,      2.8795559,      1.8772121,     21.2688326,     43.4890313,      8.1814444,      1.5067967,      7.1922132,     45.0323647,      0.0045989,1200000.0000000
      2.3994989,      1.8853526,      2.7487195,      2.0163027,      2.1195605,      2.5190194,      1.9104325,      1.6708030,      2.7808255,      0.8953804,      2.3798078,     48.3400992,     36.8864482,     37.7699332,      4.7746615,     37.3806540,     38.9304680,      0.0048800,1200000.0000000
      2.5520474,      1.8844605,      2.9965670,      1.8930334,      2.0923587,      2.4461533,      1.9517430,      1.6670200,      2.1971523,      2.3952863,      1.1585421,     17.6651290,     49.3313024,     15.5072241,      3.3429214,     15.2283909,     31.5283905,      0.0049005,1200000.0000000
      2.0091184,      1.8036539,      2.5336820,      2.0222634,      1.7600527,      2.7355795,      1.8867977,      2.1156870,      2.4278833,      0.7654015,      2.2780372,      9.2149803,     45.5755772,     21.7322004,      2.2494249,     21.4168073,     34.8439359,      0.0049711,1200000.0000000
      2.3873223,      1.8430071,      2.0875065,      1.4376809,      1.8702072,      2.0909246,      1.2216434,      2.2746455,      2.1508259,      2.1056506,      0.3161386,     44.3636665,     40.2281905,      8.9753666,     24.0492720,      9.3606910,     11.1052371,      0.0039479,1200000.0000000
      2.0084377,      1.8769371,      2.6303455,      1.9422354,      2.0986017,      2.8330657,      1.8228122,      2.1394766,      2.1127456,      0.8851923,      2.8245857,     42.8810351,     48.0307333,     21.0545543,      4.1870378,     20.6346602,     42.7982619,      0.0045444,1200000.0000000
      2.7702735,      2.4166451,      2.0019810,      2.4926521,      2.3096418,      1.9863106,      1.0633796,      1.9089380,      2.0896174,      0.8228550,      0.7989515,     46.8789719,     46.1956900,     16.4914196,     31.0905615,     17.1046728,      0.0533970,      0.0045639,1200000.0000000
