x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      2.0260775,      1.9795629,      2.9705564,      1.4696532,      2.0011214,      2.9575333,      1.8516491,      1.9978947,      2.2577508,      3.9095478,     23.3537603,     45.5789621,     23.6551785,      7.4155735,     21.9739956,     16.1478844,     17.4079333,      0.0365876,1200000.0000000
      1.1428693,      1.9875627,      2.7987919,      1.3010485,      2.0115054,      2.2747625,      1.1014643,      1.9987547,      1.7567506,      6.6919176,      2.5668606,     21.6447960,     22.4776688,      7.6437893,     10.3174650,      6.5721239,      0.8031325,      0.0381515,1200000.0000000
      1.0733372,      1.9970407,      2.8593192,      1.3027372,      2.0020564,      2.4317304,      1.6060545,      1.9987894,      2.3311165,     33.7938147,      4.6271109,     31.8498413,     36.8432142,     39.6620415,     38.0439720,      6.8971839,      9.2694905,      0.0371135,1200000.0000000
      1.2542227,      1.9894281,      2.9882989,      1.2970279,      2.0107504,      2.9172189,      1.9932727,      1.9960167,      1.9319784,      8.7414850,     12.5253481,     30.6819289,     27.5764940,     10.5065455,     32.1175028,      8.9603338,      1.2242963,      0.0376477,1200000.0000000
      1.1279127,      1.9678603,      2.9900510,      1.1684824,      2.0073677,      2.8678399,      2.8792337,      1.9794209,      2.7009189,      7.6172608,      9.1183921,     46.3664251,     48.8648503,      8.2421772,      0.1629738,      5.8166807,      3.1996549,      0.0372697,1200000.0000000
      1.0411030,      1.9875162,      2.9623580,      1.2825456,      2.0027070,      2.3650179,      1.6633921,      1.9952354,      1.4573478,     10.6626443,      6.9150746,     21.8560126,     26.4482420,     11.0835008,      4.4420777,     12.2979746,      8.3050438,      0.0388272,1200000.0000000
      1.3639834,      1.9922686,      2.9566376,      1.5077069,      2.0101355,      2.3693232,      1.4212492,      1.9939730,      2.0760726,     12.6068019,      5.8422606,     14.9981941,     28.8547377,     19.4310396,      3.6993300,      8.8594097,      2.6025009,      0.0376347,1200000.0000000
      1.0041442,      1.5311243,      2.9979708,      1.0172766,      2.0282143,      1.6842986,      1.4354132,      1.7325897,      1.1119930,      1.6203353,      2.5699346,     44.4281719,     32.9569128,      1.5833866,      0.4302730,     13.5457806,      1.6822264,      0.0390302,1200000.0000000
      1.2075227,      1.9657167,      2.9333266,      1.0573753,      2.0082852,      2.6395509,      2.0470537,      1.9892954,      2.3815668,      8.7642763,     11.2778692,     43.2803574,     28.7487620,      7.9497771,     10.4630272,      8.4043174,      3.3520232,      0.0378285,1200000.0000000
      1.2517562,      1.9107410,      2.8534735,      1.0654391,      2.0075803,      2.4982435,      1.7856966,      1.9709346,      2.1826398,      3.9078744,     14.9604272,     48.9958181,     33.2267833,      3.7286343,      4.5997954,     15.7988069,      3.3566458,      0.0377647,1200000.0000000
      1.9066546,      1.9900329,      2.9741952,      1.2306717,      2.0198750,      2.8872503,      1.8241581,      1.9973200,      1.9804136,     14.7697683,      3.0157905,     30.6159603,     24.6581092,     21.9093503,      2.7955392,      0.5879805,      2.1856054,      0.0379028,1200000.0000000
