x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      1.0846539,      1.7672978,      1.9943350,      1.5924606,      2.2961399,      1.9660616,      1.1248943,      1.8479450,      2.0908637,      2.6156500,      0.5684134,     48.9154709,     34.5138547,     31.7846558,     39.7133425,     32.4042659,      0.9041044,      0.0406241,1200000.0000000
      1.7531543,      1.6642186,      2.0835219,      1.2996377,      1.6887515,      1.7510109,      1.8061057,      1.6766641,      1.5308009,      5.7173620,     10.7063092,     40.5641204,     36.1943847,     24.8047298,     16.2637851,     27.5700136,     18.0673126,      0.0382899,1200000.0000000
      1.4183876,      1.7961197,      2.2229928,      1.1309415,      1.8453774,      2.0620337,      1.2730930,      1.8144316,      1.7033112,      4.6666271,      0.7030858,     23.7740612,     41.4006694,     24.7989170,     36.0308630,     25.4477499,     28.5743182,      0.0402419,1200000.0000000
      2.1034397,      1.8156448,      2.9995963,      1.9946019,      2.1851211,      1.8855908,      1.1166624,      2.1262452,      2.6112036,      0.9933918,      1.1623061,     49.3355620,     45.3691656,     23.3890451,     15.1692369,     22.2179314,     41.4955057,      0.0402220,1200000.0000000
      1.8489609,      1.7959963,      1.9490271,      1.1064034,      1.8625103,      2.1266650,      2.4539856,      1.8380510,      1.8835729,      4.0084910,      0.9319097,     29.2639615,     21.3111000,     22.7882127,     41.1360508,     23.4664264,     25.7703734,      0.0394950,1200000.0000000
      1.0928555,      1.6690405,      2.0966956,      1.0735554,      1.6758138,      2.0617351,      1.6149126,      1.6673565,      2.4347724,     12.6388394,     10.5063480,     13.2290818,     34.7089219,     27.3445551,     15.4804890,     29.8055001,     42.9829518,      0.0392490,1200000.0000000
      1.9166727,      1.6342694,      2.8903296,      1.9789120,      2.2010067,      2.8968065,      2.3987309,      1.6410727,      2.3317204,      1.1703423,     26.2925821,     26.9283107,     47.7466640,     36.5081415,      0.8223798,     35.1591466,     38.2530482,      0.0389122,1200000.0000000
      1.1896039,      1.5968706,      1.9896159,      1.0782219,      1.6270356,      1.9060227,      2.9890526,      1.6137001,      2.8738180,      7.0782025,      3.5305888,     42.7650929,     44.5895494,     18.3973308,      3.4017221,     19.9572528,      3.7888082,      0.0390595,1200000.0000000
      1.5516271,      1.6761070,      2.0615919,      1.0151940,      1.7446671,      2.8587751,      1.7279117,      1.7030520,      1.9047075,      2.2453420,      3.1096521,     12.8651475,     14.2648389,     45.1744682,      5.1957460,     45.2796860,     32.2579349,      0.0405964,1200000.0000000
      1.7360173,      1.6910643,      2.1645469,      1.0634131,      1.7186596,      1.3556438,      2.3027043,      1.6978746,      1.5382427,      5.0038109,     15.2798214,     17.6175192,     25.1287388,      9.2982611,     12.0496054,     10.8631722,     14.0830506,      0.0406962,1200000.0000000
      1.4950901,      1.6787975,      1.9575049,      1.4132165,      1.7002655,      1.8964059,      1.5919659,      1.6963472,      1.0781553,      6.8594486,      9.1816768,     47.6966024,     29.2239022,     27.5520521,     23.0988250,     30.9958013,     20.9459544,      0.0402893,1200000.0000000
      1.9338045,      1.5634816,      2.5504541,      1.7603635,      2.2380384,      1.2156472,      2.2498538,      2.2139520,      2.5985649,      1.5818895,      3.7391450,     36.0430887,     48.6577916,     32.2699047,      5.6070853,     30.5870523,     28.4950388,      0.0405013,1200000.0000000
      1.9391968,      1.5654711,      2.7889183,      1.9081713,      2.2337887,      1.4421666,      1.9820979,      1.5162766,      2.0363760,      2.5366586,      1.3622505,     44.3538394,     39.4779590,     40.6170761,      0.5100049,     38.1349805,     40.9613804,      0.0402619,1200000.0000000
      1.7389875,      1.9400282,      2.8902239,      1.6530207,      2.2145192,      2.4055148,      1.2361413,      1.9723608,      1.4229132,      2.0709638,      3.9443058,     38.4647049,     48.0276775,      1.8505988,     31.8949924,      2.4688157,      9.6693092,      0.0399082,1200000.0000000
      2.8924506,      1.6771869,      2.0174715,      1.4715809,      1.6899200,      2.0590946,      2.6139723,      1.6834604,      1.9478310,      2.9959283,     13.3960893,     20.5380067,     17.9330017,     46.6629627,     15.3337910,     49.1047121,     14.1183982,      0.0386089,1200000.0000000
      1.3677097,      1.7991748,      2.2732571,      1.2189982,      1.8244815,      2.4983633,      1.4405683,      1.7959918,      1.3639773,      4.6508183,      2.4059426,     10.6604035,     28.6849891,     20.3521123,     29.6451839,     21.2714389,     10.5903053,      0.0407365,1200000.0000000
      2.9935061,      1.7573403,      1.9451849,      1.2159769,      1.7663952,      2.4543198,      1.0899832,      1.7771982,      1.1155485,      5.7042347,      0.7233698,     18.7201417,     49.4544629,     28.2853781,     31.8938171,     30.3251155,      5.4557043,      0.0397768,1200000.0000000
      1.7089739,      1.7963926,      2.0122983,      1.2388523,      1.8466789,      1.9113903,      1.5132281,      1.8334260,      1.8559792,      4.0218510,      0.6081315,     40.9016623,     22.5731833,     24.0003412,     41.7826296,     24.9632993,      1.1757669,      0.0388670,1200000.0000000
      1.1993620,      1.8192466,      2.1272628,      1.0510687,      1.8646023,      1.9917192,      1.4634812,      1.8304724,      1.9747760,      5.9696021,      1.2907679,     20.2764369,     31.9420621,     32.8023662,     46.3298734,     33.5669659,      6.7852469,      0.0400827,1200000.0000000
      1.3605040,      1.8044613,      2.1781252,      1.0106700,      1.8521767,      2.0413414,      2.7800852,      1.8183541,      1.6547639,      5.9119295,      2.3779798,     23.9799542,     33.6319802,     44.7168603,     48.3587029,     45.5951389,      8.0390191,      0.0399362,1200000.0000000
      1.0617949,      1.6618083,      1.9982051,      1.2863116,      1.6877610,      1.8680814,      1.2993416,      1.6829136,      1.9928587,      7.0922675,      3.7626653,     41.5544294,     16.2711368,     19.1256067,     12.7404096,     21.0629876,     24.8780394,      0.0392440,1200000.0000000
      2.6934448,      2.3658964,      1.9737747,      1.3285596,      1.8961071,      2.0324123,      2.0905439,      1.8438094,      2.1690282,      3.0078989,      0.6871394,     24.2704565,     31.9118180,     26.3015936,     49.6795908,     26.9165310,      1.5488563,      0.0400199,1200000.0000000
      1.5550535,      2.2693312,      2.8535635,      1.9508459,      2.3019683,      1.3647195,      2.8595405,      2.2853599,      2.2248731,      4.7908758,      3.1948768,     46.5314198,     39.6737020,     38.4277633,      1.4670789,     35.3139663,     21.3530863,      0.0400206,1200000.0000000
      1.7863498,      1.7560146,      2.0513551,      1.5401370,      1.8029578,      1.4755732,      2.0619037,      1.7680926,      1.0388562,      2.5048446,     21.6626741,     34.5637597,     45.6462703,     38.1643153,     42.5757163,     39.6088776,     34.4963425,      0.0400349,1200000.0000000
      1.1598091,      1.6972550,      2.0446015,      1.2384990,      1.7207974,      1.9914888,      2.8111641,      1.7158668,      1.9233453,     11.5662113,     43.8042833,     38.8607467,     14.8133011,     30.1620355,     25.4334669,     33.2380193,      0.6835094,      0.0400395,1200000.0000000
      2.9690751,      1.8070258,      2.0898624,      1.1375435,      1.8297086,      2.2701321,      2.7656333,      2.3958968,      1.2369821,      5.2586819,      1.6556290,     15.5893972,     40.1366240,     34.7214739,     45.5985460,     35.9858458,      0.0481528,      0.0397328,1200000.0000000
      1.5634087,      1.7913435,      2.0581483,      1.2716044,      1.8122384,      1.8640301,      2.7907848,      1.7985876,      1.9573888,      5.1449847,      0.6362859,     23.7530038,     40.0154976,     24.7231256,     40.2860787,     26.0960170,     19.7045183,      0.0391070,1200000.0000000
      1.5036672,      1.7676581,      2.0754971,      1.1639226,      1.8104211,      2.2540555,      1.6283529,      1.7909686,      1.5712251,      6.3718800,      0.9184481,     35.9553049,     39.4676793,      6.4352784,     23.6051550,      7.6929052,     10.7684725,      0.0398815,1200000.0000000
      1.7969269,      2.2371731,      2.9125972,      2.1331005,      2.2524706,      2.3335511,      1.6978299,      2.2506867,      1.6620698,      3.9906329,      4.1696317,     44.3641017,     14.1016212,     17.2383012,      7.9015320,     12.3112962,     41.0478091,      0.0403193,1200000.0000000
      1.3292286,      2.5319054,      2.0043510,      1.1203666,      1.7711051,      1.8552666,      1.6998418,      1.7546812,      1.0958141,      9.6072404,      8.5402169,     32.6920491,     39.0406256,      7.9735270,     25.7560353,     10.3585206,      3.4203411,      0.0400871,1200000.0000000
