x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,Costo,Times
      2.4296399,      1.7744022,      1.1955572,      2.7861014,      2.1354549,      2.0194290,      2.1269396,      1.6410800,      1.0864789,      1.3441820,      2.0481833,     46.8664231,     48.1872372,      9.8958292,     11.8380262,      9.3505454,     28.2575648,      0.0120158,1200000.0000000
      2.2867080,      1.8367856,      1.9632482,      1.9612742,      1.8415112,      1.6437536,      1.5866284,      1.8840993,      1.6447551,      0.2812214,      0.4643477,     16.2257256,     22.4225420,     36.5008617,     37.9509514,     37.0701665,     25.4863783,      0.0063173,1200000.0000000
      1.1567653,      2.3319621,      1.9992761,      2.9099165,      2.3263385,      1.6993647,      1.9180610,      2.3612487,      1.5146032,      3.7165998,      1.9958265,     33.3729146,     25.0072643,     18.5447864,     36.5921431,     18.5082099,      4.3841812,      0.0076975,1200000.0000000
      2.3904665,      1.7353795,      1.9889646,      2.1208471,      1.8062096,      1.3032041,      1.6424509,      1.8921181,      1.0581997,      0.4047788,      1.0939213,     43.2441480,     49.3603168,     43.5972037,     22.2764068,     43.9449000,     40.7433758,      0.0076953,1200000.0000000
      1.3523063,      2.0921156,      2.1475809,      2.3800957,      1.7921886,      1.9628384,      2.6425747,      1.7834261,      2.1820340,      2.3942571,      5.7880932,     31.4742418,     48.1850063,      5.0645277,      1.5582722,      3.3518709,     49.8690579,      0.0089725,1200000.0000000
      2.0420600,      1.7516627,      2.2284956,      2.1716441,      1.7678631,      1.2041955,      2.7236859,      2.4152810,      1.5532146,      1.0604152,      2.4025279,     23.2447051,     43.0133999,      4.7268844,     16.9687620,      6.4062152,      0.0957294,      0.0103545,1200000.0000000
      2.0260296,      1.8485720,      2.1055494,      1.9795518,      1.8662153,      1.0893049,      1.7602089,      1.8995835,      1.5632015,      0.5958668,      1.8474483,     40.7354520,     26.8431927,     43.8517550,     35.8995090,     44.1716152,     27.3908415,      0.0041579,1200000.0000000
      1.2787496,      1.8238270,      1.8001484,      2.4968704,      2.1294288,      1.9930386,      2.0312659,      1.6956988,      2.3771438,      0.8363750,      0.5451571,     41.4391138,     48.5479518,      8.4190823,     13.7153107,      7.6146970,     36.1066523,      0.0121725,1200000.0000000
      2.9906213,      2.1792653,      2.6209153,      1.0240179,      2.1969373,      1.9744721,      1.7083964,      2.1987823,      1.6303192,      3.9618290,      0.6559959,     33.2436484,     11.6398154,     49.1619783,     17.1715927,     48.3089500,     31.7666282,      0.0085125,1200000.0000000
      1.7012075,      1.7370792,      1.7701038,      2.5438954,      1.8379074,      1.0340714,      1.9314188,      1.8939662,      1.7261860,      0.3782811,      2.4361942,     38.1525504,     48.9665739,     44.8149022,     13.0249357,     44.7986975,     40.3407881,      0.0069257,1200000.0000000
      1.6671739,      2.0986528,      1.2702884,      2.7554270,      2.0930749,      1.0923235,      2.8590100,      2.1540286,      1.0321306,      1.1043650,      3.4277818,     30.8193699,     32.6580630,     28.2747190,     35.1819383,     28.2738543,     19.1401541,      0.0090287,1200000.0000000
      2.4939387,      2.0679415,      1.6259952,      2.7714104,      2.0932713,      1.9770642,      2.9709020,      2.0958280,      1.8615735,      2.4828653,      1.4698552,     49.4584049,      5.2537180,     22.5993572,     28.4201692,     22.3835239,     37.5471935,      0.0092171,1200000.0000000
      2.2579192,      2.2036598,      1.2396824,      2.6473461,      2.2487531,      1.2346055,      1.5963548,      2.2798922,      1.7533407,      0.5165313,      5.4076039,     45.0221809,     42.4599756,     42.6079302,     30.6240680,     42.4632989,      7.1393588,      0.0078943,1200000.0000000
      2.9308290,      2.1719387,      2.9087522,      2.9649955,      2.2485783,      1.6722631,      1.6238208,      2.2666121,      1.3140706,      1.7776069,      2.9423627,     47.7660207,     49.5474236,     44.0514983,     31.9036204,     43.8154940,      9.1330691,      0.0068723,1200000.0000000
      2.4170926,      1.9033886,      2.0100638,      2.7478876,      2.0852106,      1.9827872,      2.1906884,      2.0970810,      2.2667840,      2.1094237,      0.1265197,     38.6313908,     49.3605352,     44.0856694,     15.0181348,     43.9784985,     29.6254392,      0.0103954,1200000.0000000
      2.7793659,      1.7567322,      1.7564964,      2.0778927,      1.7599978,      1.4372033,      1.2162030,      2.4146666,      1.9183312,      1.6547232,      1.1457952,     46.9584420,     45.4621233,     22.6583061,     16.5719455,     23.6412876,      3.1452214,      0.0070294,1200000.0000000
      2.0822482,      1.7739407,      1.9615947,      2.2279224,      1.7914459,      1.1640690,      2.7851510,      2.4379436,      1.6478002,      1.2702225,      5.8574129,     47.8389363,     24.6737235,     23.3294793,     43.2500044,     25.5737212,      3.8052388,      0.0102637,1200000.0000000
      2.2631614,      2.1270854,      2.4259304,      2.7242121,      2.1486439,      1.8776556,      1.2138359,      2.1606470,      2.1212357,      1.3127853,      0.4775717,     27.5909019,     19.6703140,     23.8541774,     16.3720843,     23.3267712,     32.9823065,      0.0067009,1200000.0000000
      1.1689068,      1.5864575,      1.8980423,      2.7667038,      1.7951840,      1.9896500,      2.4250720,      2.0356743,      1.9920408,      0.6362059,      2.3245999,     45.1578564,     44.9302003,     28.4205589,      4.8706783,     28.3000140,     31.2760418,      0.0108333,1200000.0000000
      2.2485088,      2.2566581,      1.2941553,      2.6250942,      2.2579972,      1.6888224,      2.0162901,      2.2641002,      2.0080861,      3.1262354,      4.6683875,     26.1508653,     23.7260168,     23.9845128,     32.0196090,     21.3311157,     30.7654415,      0.0066199,1200000.0000000
      1.9295039,      1.9776019,      2.0247003,      2.9292269,      1.9986371,      1.0664375,      1.8576071,      2.0847849,      1.1995674,      0.8556825,      2.0545610,     31.1718045,     38.4127154,      4.6631627,     34.5889282,      4.6628105,     34.1970082,      0.0063489,1200000.0000000
      1.8921767,      2.1651505,      1.1685363,      2.9808469,      2.1611894,      1.6459218,      2.5521557,      2.1726827,      1.9450630,      2.5847922,      1.3804247,     32.0887708,     10.5573059,     14.7483758,     24.5300980,     14.0185696,     30.7215911,      0.0113497,1200000.0000000
      1.8469806,      2.4946928,      1.2233392,      1.9939495,      1.8498969,      1.1919751,      2.2187381,      1.8936408,      2.6901782,     13.4050829,      0.8999359,     47.8223150,     29.0340239,     39.8191423,     10.6092328,     39.9482965,      3.7449428,      0.0115960,1200000.0000000
      2.7695475,      1.5406850,      2.6858489,      2.7813172,      2.2063203,      1.9178908,      2.4422020,      1.4698553,      2.6545025,      3.2891406,      0.9941564,     46.8517670,     41.3208143,     43.2280163,      7.9550476,     42.4342388,     24.0240279,      0.0115307,1200000.0000000
      1.8024707,      2.1176267,      1.9979284,      2.7609427,      1.6910836,      1.9946722,      2.0205113,      1.5929774,      2.0438607,      4.1488982,      0.3642187,     44.4836665,     29.4767209,     25.6051704,      0.1172041,     24.7006587,     45.5800951,      0.0071602,1200000.0000000
      2.5129420,      1.8115558,      2.0369088,      2.1585408,      1.8254985,      1.0110929,      1.1615007,      1.8541399,      1.7400382,      0.9870475,      3.6448233,     42.2852160,     34.8268338,     35.0053499,     32.2019427,     35.4430626,     46.1289782,      0.0063768,1200000.0000000
      2.7975906,      2.1108093,      1.6830160,      2.9679455,      2.1928244,      2.0082327,      1.9425215,      2.1947198,      1.0637931,      1.8017921,      1.6638570,     49.6313229,     16.7843335,     47.8330072,     41.8033497,     47.5161973,     22.5165414,      0.0093166,1200000.0000000
      2.7956007,      2.1622261,      1.3298073,      2.6540253,      2.1835913,      1.8000596,      1.8312166,      2.1921980,      1.8443024,      2.0081725,      1.1993959,     29.4388704,     44.5578795,     21.7677988,     14.3835962,     21.2089733,     22.7541349,      0.0075817,1200000.0000000
      2.6754798,      2.2386302,      2.0626466,      2.9362208,      2.2607033,      1.9227563,      2.0699315,      2.2664191,      1.8206646,      3.5312356,     13.6387826,     47.2636350,     43.0201363,     13.1573751,      7.1127263,     11.5865551,     16.0969247,      0.0074645,1200000.0000000
      2.0038713,      2.2634449,      1.3580236,      1.9735739,      2.2192457,      1.8769217,      2.4000180,      2.1909795,      1.0832709,      0.2647643,      7.4812899,     45.9028332,     39.6753175,     20.8997212,     46.6023328,     21.2885982,      4.4393173,      0.0077363,1200000.0000000
