,t,y1,y2,u
0,0.0,1.0903043613295513,1.1296120521952207,14.19
1,0.01,1.1296120521952207,1.14788859323851,9.373880919252398
2,0.02,1.14788859323851,1.1521889660713904,9.373880919252398
3,0.03,1.1521889660713904,1.147840665788874,9.373880919252398
4,0.04,1.147840665788874,1.138600100027722,9.373880919252398
5,0.05,1.138600100027722,1.1270011700682112,9.373880919252398
6,0.06,1.1270011700682112,1.1146848934286393,9.373880919252398
7,0.07,1.1146848934286393,1.10266360825616,9.373880919252398
8,0.08,1.10266360825616,1.0915193282048965,9.373880919252398
9,0.09,1.0915193282048965,1.0815474042297932,9.373880919252398
10,0.1,1.0815474042297932,1.07285800070461,9.373880919252398
11,0.11,1.07285800070461,1.0654462920378245,9.373880919252398
12,0.12,1.0654462920378245,1.0592400601308753,9.373880919252398
13,0.13,1.0592400601308753,1.0541312832165137,9.373880919252398
14,0.14,1.0541312832165137,1.049996573391613,9.373880919252398
15,0.15,1.049996573391613,1.0467099673425855,9.373880919252398
16,0.16,1.0467099673425855,1.0441505568457865,9.373880919252398
17,0.17,1.0441505568457865,1.0422066986303165,9.373880919252398
18,0.18,1.0422066986303165,1.0407780050795257,9.373880919252398
19,0.19,1.0407780050795257,1.039775935233228,9.373880919252398
20,0.2,1.039775935233228,1.0391235376387402,9.373880919252398
21,0.21,1.0391235376387402,1.0387547107191748,9.373880919252398
22,0.22,1.0387547107191748,1.0386132186666936,9.373880919252398
23,0.23,1.0386132186666936,1.0386516140872368,9.373880919252398
24,0.24,1.0386516140872368,1.038830160283643,9.373880919252398
25,0.25,1.038830160283643,1.0391158073470934,9.373880919252398
26,0.26,1.0391158073470934,1.0394812509377462,9.373880919252398
27,0.27,1.0394812509377462,1.039904086457411,9.373880919252398
28,0.28,1.039904086457411,1.040366061262938,9.373880919252398
29,0.29,1.040366061262938,1.0408524215851813,9.373880919252398
30,0.3,1.0408524215851813,1.0413513475028202,9.373880919252398
31,0.31,1.0413513475028202,1.0418534677223543,9.373880919252398
32,0.32,1.0418534677223543,1.04235144539595,9.373880919252398
33,0.33,1.04235144539595,1.042839626341803,9.373880919252398
34,0.34,1.042839626341803,1.0433137415372336,9.373880919252398
35,0.35000000000000003,1.0433137415372336,1.0437706564515408,9.373880919252398
36,0.36,1.0437706564515408,1.0442081605588762,9.373880919252398
37,0.37,1.0442081605588762,1.0446247911506,9.373880919252398
38,0.38,1.0446247911506,1.0450196863105197,9.373880919252398
39,0.39,1.0450196863105197,1.0453924626030153,9.373880919252398
40,0.4,1.0453924626030153,1.0457431136432815,9.373880919252398
41,0.41000000000000003,1.0457431136432815,1.046071926268399,9.373880919252398
42,0.42,1.046071926268399,1.0463794115097294,9.373880919252398
43,0.43,1.0463794115097294,1.0466662479858024,9.373880919252398
44,0.44,1.0466662479858024,1.0469332356962153,9.373880919252398
45,0.45,1.0469332356962153,1.0471812585073175,9.373880919252398
46,0.46,1.0471812585073175,1.0474112538857334,9.373880919252398
47,0.47000000000000003,1.0474112538857334,1.0476241886618798,9.373880919252398
48,0.48,1.0476241886618798,1.0478210397978538,9.373880919252398
49,0.49,1.0478210397978538,1.0480027792971525,9.373880919252398
50,0.5,1.0480027792971525,1.048170362531819,9.373880919252398
51,0.51,1.048170362531819,1.0483247193794532,9.373880919252398
52,0.52,1.0483247193794532,1.0484667476612568,9.373880919252398
53,0.53,1.0484667476612568,1.0485973084556095,9.373880919252398
54,0.54,1.0485973084556095,1.048717222931954,9.373880919252398
55,0.55,1.048717222931954,1.048827270408985,9.373880919252398
56,0.56,1.048827270408985,1.0489281873910026,9.373880919252398
57,0.5700000000000001,1.0489281873910026,1.0490206673782205,9.373880919252398
58,0.58,1.0490206673782205,1.0491053612820855,9.373880919252398
59,0.59,1.0491053612820855,1.049182878306251,9.373880919252398
60,0.6,1.049182878306251,1.0492537871786825,9.373880919252398
61,0.61,1.0492537871786825,1.0493186176411617,9.373880919252398
62,0.62,1.0493186176411617,1.0493778621198533,9.373880919252398
63,0.63,1.0493778621198533,1.0494319775151235,9.373880919252398
64,0.64,1.0494319775151235,1.0494813870609179,9.373880919252398
65,0.65,1.0494813870609179,1.049526482214069,9.373880919252398
66,0.66,1.049526482214069,1.0495676245422718,9.373880919252398
67,0.67,1.0495676245422718,1.0496051475863764,9.373880919252398
68,0.68,1.0496051475863764,1.04963935867836,9.373880919252398
69,0.6900000000000001,1.04963935867836,1.0496705407010203,9.373880919252398
70,0.7000000000000001,1.0496705407010203,1.0496989537792705,9.373880919252398
71,0.71,1.0496989537792705,1.0497248368960383,9.373880919252398
72,0.72,1.0497248368960383,1.0497484094282905,9.373880919252398
73,0.73,1.0497484094282905,1.0497698726007363,9.373880919252398
74,0.74,1.0497698726007363,1.0497894108563681,9.373880919252398
75,0.75,1.0497894108563681,1.049807193144274,9.373880919252398
76,0.76,1.049807193144274,1.0498233741261265,9.373880919252398
77,0.77,1.0498233741261265,1.0498380953035191,9.373880919252398
78,0.78,1.0498380953035191,1.0382133370448,9.373880919252398
79,0.79,1.0382133370448,1.0335953173869423,10.924242026402231
80,0.8,1.0335953173869423,1.0333570536135754,10.924242026402231
81,0.81,1.0333570536135754,1.035702286818409,10.924242026402231
82,0.8200000000000001,1.035702286818409,1.0394327457121566,10.924242026402231
83,0.8300000000000001,1.0394327457121566,1.0437681227146904,10.924242026402231
84,0.84,1.0437681227146904,1.048215395331059,10.924242026402231
85,0.85,1.048215395331059,1.05247654707192,10.924242026402231
86,0.86,1.05247654707192,1.0563842217496997,10.924242026402231
87,0.87,1.0563842217496997,1.0598571663110734,10.924242026402231
88,0.88,1.0598571663110734,1.0628695525059209,10.924242026402231
89,0.89,1.0628695525059209,1.0654299977566979,10.924242026402231
90,0.9,1.0654299977566979,1.0675673529135628,10.924242026402231
91,0.91,1.0675673529135628,1.069321202059251,10.924242026402231
92,0.92,1.069321202059251,1.0707356328948152,10.924242026402231
93,0.93,1.0707356328948152,1.071855265334076,10.924242026402231
94,0.9400000000000001,1.071855265334076,1.0727228270887208,10.924242026402231
95,0.9500000000000001,1.0727228270887208,1.0733777771217592,10.924242026402231
96,0.96,1.0733777771217592,1.0738556276355666,10.924242026402231
97,0.97,1.0738556276355666,1.0741877212203932,10.924242026402231
98,0.98,1.0741877212203932,1.0744012947705273,10.924242026402231
