,t,y1,y2,u
0,0.0,0.082345311795785,0.08252764374829001,100.0
1,0.1,0.08252764374829001,0.08297577452278007,101.06051116412402
2,0.2,0.08297577452278007,0.08353963815802962,101.06051116412402
3,0.30000000000000004,0.08353963815802962,0.08411436828537884,101.06051116412402
4,0.4,0.08411436828537884,0.08463332999349317,101.06051116412402
5,0.5,0.08463332999349317,0.08506005306559512,101.06051116412402
6,0.6000000000000001,0.08506005306559512,0.0853806731842168,101.06051116412402
7,0.7000000000000001,0.0853806731842168,0.08559729440815919,101.06051116412402
8,0.8,0.08559729440815919,0.08572231877588662,101.06051116412402
9,0.9,0.08572231877588662,0.08577373869086714,101.06051116412402
10,1.0,0.08577373869086714,0.08577140815742226,101.06051116412402
11,1.1,0.08577140815742226,0.08573430521657618,101.06051116412402
12,1.2000000000000002,0.08573430521657618,0.0856787534816005,101.06051116412402
13,1.3,0.0856787534816005,0.08561750411187087,101.06051116412402
14,1.4000000000000001,0.08561750411187087,0.08555951826451633,101.06051116412402
15,1.5,0.08555951826451633,0.08551025438614805,101.06051116412402
16,1.6,0.08551025438614805,0.08651130128022246,101.06051116412402
17,1.7000000000000002,0.08651130128022246,0.08898605810154735,106.80772047791346
18,1.8,0.08898605810154735,0.0922189078459847,106.80772047791346
19,1.9000000000000001,0.0922189078459847,0.09572412351897,106.80772047791346
20,2.0,0.09572412351897,0.09917350484860324,106.80772047791346
21,2.1,0.09917350484860324,0.10234201559669164,106.80772047791346
22,2.2,0.10234201559669164,0.10507495405909892,106.80772047791346
23,2.3000000000000003,0.10507495405909892,0.10727032679678353,106.80772047791346
24,2.4000000000000004,0.10727032679678353,0.10887050662328171,106.80772047791346
25,2.5,0.10887050662328171,0.10985897128389152,106.80772047791346
26,2.6,0.10985897128389152,0.11025904990617744,106.80772047791346
27,2.7,0.11025904990617744,0.11013217135722714,106.80772047791346
28,2.8000000000000003,0.11013217135722714,0.10957353267295747,106.80772047791346
29,2.9000000000000004,0.10957353267295747,0.10870382021345272,106.80772047791346
30,3.0,0.10870382021345272,0.10765685842288143,106.80772047791346
31,3.1,0.10765685842288143,0.10656466217101651,106.80772047791346
32,3.2,0.10656466217101651,0.10554271012474081,106.80772047791346
33,3.3000000000000003,0.10554271012474081,0.1046785965027746,106.80772047791346
34,3.4000000000000004,0.1046785965027746,0.10402626355524904,106.80772047791346
35,3.5,0.10402626355524904,0.10360623710812401,106.80772047791346
36,3.6,0.10360623710812401,0.10341060735505178,106.80772047791346
37,3.7,0.10341060735505178,0.10341063383446612,106.80772047791346
38,3.8000000000000003,0.10341063383446612,0.1035649192455012,106.80772047791346
39,3.9000000000000004,0.1035649192455012,0.10382672713902118,106.80772047791346
40,4.0,0.10382672713902118,0.10414975493687378,106.80772047791346
41,4.1000000000000005,0.10414975493687378,0.10449223009215344,106.80772047791346
42,4.2,0.10449223009215344,0.10481950038809577,106.80772047791346
43,4.3,0.10481950038809577,0.10510539326411719,106.80772047791346
44,4.4,0.10510539326411719,0.105332611750403,106.80772047791346
45,4.5,0.105332611750403,0.10549238779334688,106.80772047791346
46,4.6000000000000005,0.10549238779334688,0.10558356938462289,106.80772047791346
47,4.7,0.10558356938462289,0.10561129254775446,106.80772047791346
48,4.800000000000001,0.10561129254775446,0.10558538286599105,106.80772047791346
49,4.9,0.10558538286599105,0.10551863498846784,106.80772047791346
50,5.0,0.10551863498846784,0.10542512074611285,106.80772047791346
51,5.1000000000000005,0.10542512074611285,0.1053186672916741,106.80772047791346
52,5.2,0.1053186672916741,0.10521162121681615,106.80772047791346
53,5.300000000000001,0.10521162121681615,0.1036125386519025,106.80772047791346
54,5.4,0.1036125386519025,0.09955893829335503,98.81759051835701
55,5.5,0.09955893829335503,0.09408014146391805,98.81759051835701
56,5.6000000000000005,0.09408014146391805,0.08836173686889373,98.81759051835701
57,5.7,0.08836173686889373,0.08341580919191657,98.81759051835701
58,5.800000000000001,0.08341580919191657,0.07979275808393373,98.81759051835701
59,5.9,0.07979275808393373,0.07755178466819616,98.81759051835701
60,6.0,0.07755178466819616,0.07644709252098353,98.81759051835701
61,6.1000000000000005,0.07644709252098353,0.07613860682677534,98.81759051835701
62,6.2,0.07613860682677534,0.0763172648612997,98.81759051835701
63,6.300000000000001,0.0763172648612997,0.07674817972501974,98.81759051835701
64,6.4,0.07674817972501974,0.0772707866861689,98.81759051835701
65,6.5,0.0772707866861689,0.07778458930992654,98.81759051835701
66,6.6000000000000005,0.07778458930992654,0.07823338318154008,98.81759051835701
67,6.7,0.07823338318154008,0.0785919165338789,98.81759051835701
68,6.800000000000001,0.0785919165338789,0.07885547999769257,98.81759051835701
69,6.9,0.07885547999769257,0.07903199259254871,98.81759051835701
70,7.0,0.07903199259254871,0.07913609506948284,98.81759051835701
71,7.1000000000000005,0.07913609506948284,0.07918488825581771,98.81759051835701
72,7.2,0.07918488825581771,0.07919504913108634,98.81759051835701
73,7.300000000000001,0.07919504913108634,0.07918109071683711,98.81759051835701
74,7.4,0.07918109071683711,0.07915453002132924,98.81759051835701
75,7.5,0.07915453002132924,0.07912372317178398,98.81759051835701
76,7.6000000000000005,0.07912372317178398,0.0790941376512793,98.81759051835701
77,7.7,0.0790941376512793,0.07906886231530179,98.81759051835701
78,7.800000000000001,0.07906886231530179,0.08108308956098093,98.81759051835701
79,7.9,0.08108308956098093,0.08580896248013352,110.28475155877663
